Sentence_id,Text,class_label,y
34055,The FBI conducted a year-long investigation into my e-mails.,Yes,1
33378,But Hillary Clinton wanted the wall.,Yes,1
9894,"The first thing we did was to streamline the legal immigration system, to reduce the backlog, make it easier, simpler and cheaper for people who are waiting in line, obeying the law to make sure that they can come here and contribute to our country and that's good for our economic growth.",Yes,1
28474,"In the Senate I was one of only ten Democrats, along with Senator Joe Lieberman, to support Governor Bush's dad in the Persian Gulf War Resolution.",Yes,1
17245,"And so, the whole matter of what to do with Social Security has been resolved by bipartisan legislation, and it is on a sound basis now for as far as you can see into the next century.",Yes,1
13593,"The wealthiest Americans have been taxed much less, even though their incomes have gone up.",Yes,1
14468,The president of the US was told officially it was a $20-billion problem.,Yes,1
23369,"I was -- broke with my party in 1985, one of the first three Democrats to fight for a balanced budget when it was heresy.",Yes,1
3034,Iran continued to sell oil to the United States.,Yes,1
1781,"Now, four years ago, when I stood on this stage, I said that I would cut taxes for middle-class families.",Yes,1
19458,"We've got 20 million names on a computer in Washington, D.C. of people who should not have guns.",Yes,1
23842,"We saw that message in the late 70s when heard a lot about change, and what happened, that misery index went right through the roof.",Yes,1
17322,And it would involve a religious test for the first time in American life.,Yes,1
14133,"We've had a lot of other presidents who didn't wear their country's uniform who had to order our young soldiers into battle, including President Wilson and President Roosevelt.",Yes,1
9776,"First thing I'm going to do,"" despite the fact that it's the same health care plan that he passed in Massachusetts and is working well.",Yes,1
29564,"Or maybe he doesn't want the American people, all of you watching tonight, to know that he's paid nothing in federal taxes, because the only years that anybody's ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn't pay any federal income tax.",Yes,1
33693,"We're beginning to see some increase in incomes, and we certainly have had a long string of increasing jobs.",Yes,1
1718,"On energy, Governor Romney and I, we both agree that we've got to boost American energy production, and oil and natural gas production are higher than they've been in years.",Yes,1
29563,"Third, we don't know all of his business dealings, but we have been told through investigative reporting that he owes about $650 million to Wall Street and foreign banks.",Yes,1
9087,"The issue of nationalism - the recognition, he says, that every major problem confronting us is global, and cannot be solved by nationalism here or elsewhere - that is chauvinistic, that is parochial, that is as anachronistic as states' rights was in the days of Jefferson Davis.",Yes,1
11159,"This is the person who, after we had -- we hadn't even finished Afghanistan, where he said, ""Next up, Baghdad.""",Yes,1
27980,The president's path will mean continuing declining in take-home pay.,Yes,1
17564,"The first thing is, everybody 25,000 and under would have no tax increase.",Yes,1
28358,"That was in an ad, Jim, that was knocked down by the journalists who analyzed the ad and said it was misleading.",Yes,1
16474,"I said at the time that we had to hold the lid an federal spending, that for every dollar of a tax reduction we had to have an equal reduction in federal expenditures - a one-for-one proposition.",Yes,1
25979,"Well, they also know if they live in San Diego, Mr. President, if you're caught with 125 pounds of marijuana or less, you go back to Mexico.",Yes,1
6030,"And what I have said, because the free trade -- the trade agreement itself does have labor and environmental protections, but we have to stand for human rights and we have to make sure that violence isn't being perpetrated against workers who are just trying to organize for their rights, which is why, for example, I supported the Peruvian Free Trade Agreement which was a well-structured agreement.",Yes,1
1240,"In the first place, uh - as is the case with the environmental policy and the energy policy that I just described, and the policy for nonproliferation of uh - of nuclear waste, this administration has no urban policy.",Yes,1
2929,"Now as far as meeting with the Congress is concerned, during the twenty-four months that I've been the president of the United States I have averaged better than one meeting a month with responsible groups or committees of the Congress - both House and Senate.",Yes,1
2847,"Today, according to Prime Minister Rabin, the Soviet Union is weaker in the Middle East than they have been in many, many years.",Yes,1
20788,Every middle class family is eligible for a tax cut under my proposal.,Yes,1
34150,But you were there when you took everybody out of Mosul and out of Iraq.,Yes,1
28428,And that fact is just not right.,Yes,1
13698,"Over the last ten years since he's been governor, they're 30% behind, 30% -- they're 30% of the national average.",Yes,1
8803,"we had an aid - 46% of the people who enlisted in the voluntary military up until 1977 said they did so for one particular reason, the G.I.",Yes,1
17861,By 1980 that same person was $500 below the poverty line.,Yes,1
17288,This nation is the most religious nation on Earth -- more people go to church and synagogues than any other nation on Earth -- and it's because we kept the politicians and the state out of the personal exercise of our faith.,Yes,1
1086,"But to add one other feature, I don't control any of the tapes.",Yes,1
19439,"Let me say again, we did have a drug czar in Arkansas, but he answered to the governor, just like this one answers to the President.",Yes,1
9165,And the fact that you're making an investment in higher education is critical.,Yes,1
3767,"And because of the economy's slowing down, I think we can also expect less tax revenue so there's no doubt that as president I'm going to have to make some tough decision.",Yes,1
14894,It averaged about 18% in the first quarter of this year.,Yes,1
6645,They've cut the training money.,Yes,1
3734,They did it on the Medicaid prescription drug bill and we have to change the culture.,Yes,1
1782,And that's exactly what I did.,Yes,1
16752,We're going as fast as the experts say we should.,Yes,1
134,John Kennedy proposed cutting capital gains.,Yes,1
26286,"If you're taking care of an elderly parent, you get a $1,000 deduction.",Yes,1
16547,"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.",Yes,1
8300,I think the experience of the twenties has shown what a free market could do to agriculture.,Yes,1
30076,Donald supported the invasion of Iraq.,Yes,1
9884,Why did he fail to even promote legislation that would have provided an answer for those that want to come legally and for those that are here illegally today?,Yes,1
13524,"The candidate who was a candidate for the president of Brazil, took a trip to Cuba to call on Mr. Castro during the election in order to get the benefit of the Castro supporters uh - within Brazil.",Yes,1
6709,"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.",Yes,1
22993,My opponent says he hadn't changed his position on it.,Yes,1
15574,He's broken it three times in the past year already.,Yes,1
3659,"And I've fought to simplify it, and I have proposals to simplify it.",Yes,1
15118,"What the Western allies did decide to do is to stop all air flights - commercial air flights - to any nation involved in terrorism or the hijacking of air planes, or the harboring of hijackers.",Yes,1
33870,"But I will tell you what isn't fictionalized are her e-mails, where she destroyed 33,000 e-mails criminally, criminally, after getting a subpoena from the United States Congress.",Yes,1
12073,Tipper and I have worked on the problem of violence in entertainment aimed at children.,Yes,1
12435,"I think that what -- I think the point of that is that anybody would have a hard time trying to make a tax cut plan that is so large, that would put us into such big deficits, that gives almost half the benefits to the wealthiest of the wealthy.",Yes,1
25268,"Both said that this administration turned down the ""walk in the woods'' agreement first, and that would have been a perfect agreement from the standpoint of the United States in Europe and our security.",Yes,1
28245,"It means in my plan hiring bonuses to get 100,000 new teachers in the public schools within the next four years.",Yes,1
11523,"We don't know -- there are no inspectors now in Iraq, the coalition that was in place isn't as strong as it used to be.",Yes,1
19179,We're going to pass a million bankruptcies this year for the first time in history.,Yes,1
21074,"His leading advisor on this plan actually said that would be okay, because then the Social Security Trust Fund could start borrowing.",Yes,1
26455,"In February he said we had the best economy in Ã‚ 30 years, just February.",Yes,1
24452,I've seen the family values of all these people in America who are out there killing themselves working harder for less in a country that's had the worst economic years in 50 years and the first decline in industrial production ever.,Yes,1
21340,"It is true that our exports to Mexico, for example, have gone up and our trade deficit has gone down; it's also true that just today a record high trade deficit was announced with Japan.",Yes,1
16203,"I'm also against the pipeline embargo, which you folks attempted to impose.",Yes,1
21365,"I ask everybody to look at my economic ideas and 9 Nobel prize winners and over 500 economists and hundreds of business people, including a lot of Republicans said, this is the way you've got to go.",Yes,1
32663,"Now, she talks tough, she talks really tough against Putin and against Assad.",Yes,1
9146,"With half of college kids graduating this year without a college -- excuse me, without a job.",Yes,1
12251,We are a big industrial state.,Yes,1
10474,You know that home values of retirees continues to decline and people are no longer able to afford their mortgage payments.,Yes,1
20104,"I said we'd put, pass a crime bill that would put 100,000 police on the street, ban assault weapons, and deal with the problems that ought to be dealt with with capital punishment, including capital punishment for drug kingpins, and we did that.",Yes,1
3960,He said that he would launch military strikes into Pakistan.,Yes,1
4009,I supported -- I supported that.,Yes,1
20760,"After my plan is in place, the wealthiest Americans will pay a higher percentage of taxes then they do today, the poorest of Americans, six million families, won't pay any tax at all.",Yes,1
3344,We've had several fragmentary efforts by members of the Congress and by - by private citizens.,Yes,1
32623,And there is a determined effort by the Russian air force to destroy Aleppo in order to eliminate the last of the Syrian rebels who are really holding out against the Assad regime.,Yes,1
1851,"But under Governor Romney's definition, there are a whole bunch of millionaires and billionaires who are small businesses.",Yes,1
14673,I'm totally focussed on the fact that we are still evading the issue of the Glaspie papers.,Yes,1
4279,I supported Nunn-Lugar back in the early 1990s when a lot of my colleagues didn't.,Yes,1
18657,That is just factually incorrect.,Yes,1
7962,"After all, it isn't paid for by my money, it isn't paid for by his, but by the people's money.",Yes,1
17397,All of these things have brought an improvement in the college entrance exams for the first time in some 20 years.,Yes,1
1593,The budget was more grossly out of balance last year than ever before in the history of our country - $65 billion - primarily because our people are not at work.,Yes,1
8203,That shows that there's been more growth in this Administration than in its predecessor.,Yes,1
3215,"But because Arab nations and the Israelis trust the United States, we were able to take the lead in the Sinai II Agreement.",Yes,1
34410,But what Donald is proposing with these massive tax cuts will result in a $20 trillion additional national debt.,Yes,1
10796,"If you make less than a quarter of a million dollars a year, you will not see a single dime of your taxes go up.",Yes,1
17987,And the Taliban are no longer in power.,Yes,1
6206,I supported that effort to provide better guidance to the courts; John McCain opposed it.,Yes,1
27432,Their currency has dropped 80 percent.,Yes,1
10048,It was a terrorist attack and it took a long time for that to be told to the American people.,Yes,1
743,"As a matter of fact, Mr. Bush was the Chairman of a task force on international terrorism which issued a report shortly before that decision was made and said, and rightly so, that we never ever can make concessions to terrorists and hostage takers.",Yes,1
21400,"Well, we're $4 trillion in debt.",Yes,1
18774,"Secondly, he said -- my opponent said where he worked to put sanctions on Iran -- we've already sanctioned Iran.",Yes,1
19353,"Whatever it is, whatever the checklist was in '92, it's all done with campaign finance reform.",Yes,1
4381,We haven't adequately funded veterans' care.,Yes,1
11102,"So what happened was we got distracted, we diverted resources, and ultimately bin Laden escaped, set up base camps in the mountains of Pakistan in the northwest provinces there.",Yes,1
1522,"So you cannot compare unemployment, as you sought to, uh - with the present time with the 1950s, because the then administration had people in the military - they were at war, they were fighting overseas, and this administration has reduced the size of the military by a million four hundred thousand.",Yes,1
15226,We'll produce more coal this year than any year in history.,Yes,1
23236,The only people affected by my plan are the top income earners of America.,Yes,1
2825,"A few days later, Mr. Schlesinger came back and said if we cut the defense budget by three to five billion dollars, we will have to cut military personnel by two hundred and fifty thousand, civilian personnel by a hundred thousand, jobs in America by a hundred thousand.",Yes,1
947,We've achieved an arms control agreement that our critics thought was never possible and I want to build on it.,Yes,1
3211,"Secretary Kissinger, in his meeting with uh - Prime Minister Smith of Rhodesia, was able to convince him that it was in the best interests of whites as well as blacks in Rhodesia to find an answer for a transitional government and then a majority government.",Yes,1
27393,Now we're changing to one conflict.,Yes,1
22311,We have a big program in my state that teaches mothers or fathers to teach their kids to get ready for school.,Yes,1
15040,"In the past, those minority groups have often been excluded from participation in the affairs of government.",Yes,1
20406,"My plan has not only a short-term component, but also a long-term component.",Yes,1
16800,"And we've got uh - the highest unemployment we've had uh - under Mr. Ford's administration, since the Great Depression.",Yes,1
17088,"As a matter of fact, it is the economic recovery program that we presented when I took office in 1981.",Yes,1
16651,"We were faced with uh - heavy inflation, over 12 percent; we were faced with substantial unemployment.",Yes,1
1793,"When you add up all the loopholes and deductions that upper-income individuals can -- are currently taking advantage of, you take those all away, you don't come close to paying for $5 trillion in tax cuts and $2 trillion in additional military spending.",Yes,1
20609,Bear in mind that we have a lot of sanctions in force against Serbia right now.,Yes,1
27647,"And we're now in a position where we can transition out, because there's no reason why Americans should die when Afghans are perfectly capable of defending their own country.",Yes,1
32155,Premiums have gotten too high.,Yes,1
19892,"And I've worked hard for a long time to make them better, 90 percent of our kids are there.",Yes,1
19276,"He twisted arms and got six Democrats to vote the other way, but we lost by one vote.",Yes,1
6333,By the third grade many times children who were in the Head Start program aren't any better off than the others.,Yes,1
7163,And we weren't diagnosing problems.,Yes,1
13203,"Therefore that treaty does not commit the United States to defend anything except Formosa and the Pescadores, and to deal with acts against that treaty area.",Yes,1
18104,"The killer -- the mastermind of the September 11th attacks, Khalid Sheik Mohammed, is in prison.",Yes,1
24235,Our long-term interest rates are still pretty high because of our deficit and because of our economic performance.,Yes,1
10084,I want to make sure we get that for the record because it took the president 14 days before he called the attack in Benghazi an act of terror.,Yes,1
17554,"Well, the other day, Vice President Bush disclosed his tax returns to the American people.",Yes,1
2092,"And in one year, you provided $90 billion in breaks to the green energy world.",Yes,1
13424,The Administration has vetoed that bill passed by the Congress twice.,Yes,1
32428,But I don't know Putin.,Yes,1
24700,"A lot of folks on Medicare are out there every day making the choice between food and medicine; not poor enough for Medicare-Medicaid, not wealthy enough to buy their medicine.",Yes,1
9798,I wasn't the one that said 5.4 percent.,Yes,1
14687,"I don't think he'll be reelected because trickle down economics is a failure and he's offering more of it, and what he's saying about my program is just not true.",Yes,1
3247,"But he and Mr. Kissinger and others tried to start a new Vietnam in Angola, and it was only the outcry of the American people and the Congress when their secret deal was discovered that prevented our involvement in that conflagration which was taking place there.",Yes,1
9155,"The middle-class has been crushed over the last four years, and jobs have been too scarce.",Yes,1
23489,The intelligence-gathering and the law-enforcement arms of the FBI just couldn't share intelligence under the old law.,Yes,1
1712,"We've got a program called Race to the Top that has prompted reforms in 46 states around the country, raising standards, improving how we train teachers.",Yes,1
14759,"Well, folks, we got one, and that one is a financial crisis.",Yes,1
18322,But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,Yes,1
17899,Would fathers and mothers feel proud of themselves if they loaded their children with debts like this nation is now -- over a trillion dollars on the shoulders of our children?,Yes,1
8690,"We have to remember, when we talk a tax cut, we're only talking about reducing a tax increase, because this Administration has left us with a built-in tax increase that will amount to $86 billion next year.",Yes,1
26563,"The last thing I think we should do is something I have been trying to do since I have been president, is every time I do something in a public way, I try to have a real American citizen there who is directly affected by it so that people can see the connection of what happens way across the country, in Washington with more police on the street, in San Diego, clean up the sewage here in San Diego, doubling the border guards here in Southern California, that there is a connection between what we do way back there and what we do here.",Yes,1
380,"You know, back after World War II when we had hundreds of thousands of GIs who came back from the war, we didn't sit around.",Yes,1
19309,"I had a person in the Oval Office who lost a child in a school bus accident where a drunk driver caused the accident directly, but there were problems with the school bus.",Yes,1
3257,Uh - he had directed his uh - diplomatic relation - uh - uh - representative to yield to the Panamanians full sovereignty over the Panama Canal Zone at the end of a certain period of time.,Yes,1
6127,"Now, Joe, you're rich, congratulations, and you will then fall into the category where you'll have to pay a fine if you don't provide health insurance that Senator Obama mandates, not the kind that you think is best for your family, your children, your employees, but the kind that he mandates for you.",Yes,1
14955,I'm confident that it can be done and that it will reduce inflation because I did it in California.,Yes,1
24456,"Mr. Bush vetoed it twice because he says we can't do something seventy-two other countries do, even though there was a small business exemption.",Yes,1
26306,It will require bigger cuts in Medicare than I vetoed last time.,Yes,1
27267,New business formation is down to the lowest level in 30 years under this administration.,Yes,1
3327,"And in November of 1975 I was the first president to order the executive branch to take action, affirmative action, through the Department of Commerce and other cabinet departments, to make certain that no American businessman or business organization should discriminate against Jews because of an Arab boycott.",Yes,1
21450,"I'm spending my money -- not PAC money, not foreign money, my money -- to take this message to the people.",Yes,1
11757,"One being Russia, where we had IMF loans that ended up in the pockets of a lot of powerful people and didn't help the nation.",Yes,1
12779,I didn't say we had the worst education in the world.,Yes,1
28522,"But we have an opportunity -- we have an opportunity to use our research and development capacities, the great technology of the United States, to make our military lighter, harder to find, more lethal.",Yes,1
8671,"That we ought to ... in addition to that, we ought to pay those retirement benefits on the basis of once a year, rather than twice a year, and save $750 billion.",Yes,1
28301,They're not able to do it and our future depends upon it.,Yes,1
3774,I have fought to cut spending.,Yes,1
7654,That of course was rejected as was the government contracts provision by the special session of the Congress to - in which Mr. Kennedy was quite active.,Yes,1
25109,"First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.",Yes,1
33347,"They have 4 million American citizen children, 15 million people.",Yes,1
17581,And I think that most of our people -- this is why we had a 25-percent tax cut across the board which maintained the same progressivity of our tax structure in the brackets on up.,Yes,1
23196,We've increased money for ammunition and weapons and pay and homeland security.,Yes,1
6858,Medicare is paid for by the American taxpayer.,Yes,1
33665,"He will, through his massive tax cuts, add $20 trillion to the debt.",Yes,1
5636,And they went out and bought up these mortgages.,Yes,1
16491,"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.",Yes,1
9018,"And I have said freely, all over this country, that it was a mistake for me or anyone to ever try to put the Judeo-Christian heritage of this country, important as it is, and important as my religious faith is to me - it's a very deeply personal matter.",Yes,1
24043,The European Community is in a position to pay a lot more than they have in the past.,Yes,1
19371,"It wasn't until election year, Mr. President, that you ever thought about stopping smoking.",Yes,1
28312,"When you total up all the federal spending he wants to do, it's the largest increase in federal spending in years.",Yes,1
12296,"The electric decontrol bill that I fought for and signed in Texas has mandatory emission standards, Mr. Vice President.",Yes,1
26660,We're selling Japanese rice from California for the first time.,Yes,1
13366,"Fourthly, I have suggested that the medical care for the aged - and the bill which the Congress now has passed and the President signed if fully implemented would cost a billion dollars on the Treasury - out of Treasury funds and a billion dollars by the states - the proposal that I have put forward and which many of the members of my party support is for medical care financed under Social Security; which would be financed under the Social Security taxes; which is less than three cents a day per person for medical care, doctors' bills, nurses, hospitals, when they retire.",Yes,1
2563,"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.",Yes,1
20128,"So did Governor Thompson, so did Governor Rowland.",Yes,1
19527,Now I understand it's been extended 'til some time next year.,Yes,1
2077,"As I indicated before, when you talk about shifting Medicaid to states, we're talking about potentially a 30 -- a 30 percent cut in Medicaid over time.",Yes,1
15022,"Under the windfall profits tax, we expect to spend about $43 billion in the next 10 years to rebuild the transportation systems of our country.",Yes,1
27122,"But look, this has been going on for a year.",Yes,1
21406,But I just find it fascinating that while we sit here tonight we will go into debt an additional $50 million in an hour and a half.,Yes,1
16784,"And the Congress by overriding the bills that I did veto, the Congress has added some $13 billion to the federal expenditures and to the federal deficit.",Yes,1
17617,"[Laughter] And people will remember that you signed the biggest tax increase in the history of California and the biggest tax increase in the history of the United States, and what are you going to do?",Yes,1
32440,But I have no loans with Russia.,Yes,1
16689,He's got four times the size of the deficits that Mr. Nixon even had himself.,Yes,1
2438,"In fact, it was a Republican idea.",Yes,1
25185,You and Mr. Mondale have already disagreed about what you had to say about recalling submarine-launched missiles.,Yes,1
2870,"As a matter of fact, Mr. Ford has made a political football out of the defense budget.",Yes,1
34115,"But when she left, when she took everybody out, we lost Mosul.",Yes,1
13892,"I never said -- and I defy you to find where I said -- I gave an extensive environmental speech in April, and I said that we ought to have a goal of raising the fuel efficiency standards to 40 miles a gallon.",Yes,1
25958,Cocaine use up 160 percent.,Yes,1
29250,Donald thinks that climate change is a hoax perpetrated by the Chinese.,Yes,1
14467,The whole problem came up in 1984.,Yes,1
16687,"We've got five hundred thousand more Americans out of jobs today than were out of work three months ago and since Mr. Ford's been in office two years, we've had a 50 percent increase in unemployment from five million people out of work to two and a half million more people out of work and a total of seven and a half million.",Yes,1
20007,"Now, remember, folks, even Senator Dole's campaign co-chair here, Senator D'Amato, says he's got to cut Medicare to pay for this.",Yes,1
11054,But there has never been a nation in the history of the world that saw its economy decline and maintained its military superiority.,Yes,1
19272,"This is a Main Street tax cut, 15 percent across -- let's take a family making $30,000 a year, that's $1261.",Yes,1
3077,Our unemployment rate is twice as high as it is in Italy; it's three or four times as high as it is - as it is in Japan.,Yes,1
16690,"This uh - talking about more people at work - uh is distorted because with a 14 percent increase in the cost of living in the last uh - two years, it means that - that women and young people have had to go to work when they didn't want to because their fathers didn't make enough to pay the increased cost of uh - food and uh housing and clothing.",Yes,1
24907,"We saw the same thing in Lebanon, where we spent a good deal of America's assets.",Yes,1
28412,"But if everyone here in this audience was dead on in the middle of the middle-class, then the tax cuts for every single one of you all added up would be less than the tax cut his plan would give to just one member of that top wealthiest 1%.",Yes,1
13693,"Now look, he says Arkansas's a poor state.",Yes,1
24903,That's one of the big disagreements that we have with the President -- that they have not pursued the diplomatic opportunities either within El Salvador or as between the countries and have lost time during which we might have been able to achieve a peace,Yes,1
8780,"Yes, I have seen figures that indicate that perhaps as of September, 1980 - this very month - that there is a shortage of about 104,000 in the ranks between E-4 and E-9.",Yes,1
13699,"On pay for teachers, on all these categories, Arkansas is right near the very bottom.",Yes,1
32493,We're down at 1 percent.,Yes,1
15028,I noticed that Governor Reagan said that when he was a young man that there was no knowledge of a racial problem in this country.,Yes,1
27066,"But what we can't do is to simply suggest that, as Governor Romney at times has suggested, that giving heavy weapons, for example, to the Syrian opposition is a simple proposition that would lead us to be safer over the long term.",Yes,1
24369,We are the ones that lowered the barrier to products with Carla Hill's negotiation.,Yes,1
6952,We're aligning facilities where the veterans live now.,Yes,1
10620,"The key is whether or not we've got priorities that are working for you as opposed to those who have been dictating the policy in Washington lately, and that's mostly lobbyists and special interests.",Yes,1
33890,"This is a pattern, a pattern of divisiveness, of a very dark and in many ways dangerous vision of our country, where he incites violence, where he applauds people who are pushing and pulling and punching at his rallies.",Yes,1
16483,"With that kind of limitation, on federal spending, we can fully justify the tax reductions that I have proposed.",Yes,1
6497,"When the president had an opportunity to capture or kill Osama bin Laden, he took his focus off of them, outsourced the job to Afghan warlords, and Osama bin Laden escaped.",Yes,1
1875,And your plan is to take their tax rate from 35 percent to 40 percent.,Yes,1
14644,They're almost at the bottom on every single category.,Yes,1
9020,"And so, not once, but twice - in 1971 - I voted on the floor of the House of Representatives against a Constitutional amendment that tried to bring prayer back into the public schools.",Yes,1
16845,"DISC, you said, was about 1.4 billion.",Yes,1
28920,I support the death penalty.,Yes,1
8210,This means that the average family income went up fifteen per cent in the Eisenhower years as against two per cent in the Truman years.,Yes,1
3172,We've got five-hundred thousand more Americans unemployed today than we had three months ago.,Yes,1
26180,We also raised the amount of each Pell Grant.,Yes,1
5891,"Well, again, while you were on the board of the Woods Foundation, you and Mr. Ayers, together, you sent $230,000 to ACORN.",Yes,1
13427,"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added.",Yes,1
8836,"And therefore, if I only had another second left, I'd say that that high school class in a military training - 40 of its 80 graduates last year entered the United States service academies; West Point, Annapolis and the Air Force Academy, and to see those young men made me very proud to realize that there are young people in this country that are prepared to go into that kind of a career in service of their country.",Yes,1
8278,I would only suggest that while we do not take the credit for it - I would not presume to - that since that committee has been formed the price line has been held very well within the United States.,Yes,1
34402,"Well, Chris, I am on record as saying that we need to put more money into the Social Security Trust Fund.",Yes,1
33228,"In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city.",Yes,1
22984,It's also a curious thing for him to say since right after 1993 he voted to cut the intelligence budget by $7.5 billion.,Yes,1
22302,We've got a pilot program.,Yes,1
27099,"We are mobilizing humanitarian support, and support for the opposition.",Yes,1
13281,Guinea and Ghana have both moved within the Soviet sphere of influence in foreign policy; so has Cuba.,Yes,1
17382,"And I left the party eventually, because I could no longer follow the turn in the Democratic leadership that took us down an entirely different path, a path of centralizing authority in the Federal Government, lacking trust in the American people.",Yes,1
15603,He has raised taxes several times.,Yes,1
3622,"And Senator Obama is a recent convert, after requesting $932 million worth of pork-barrel spending projects.",Yes,1
11475,But in the last 24 hours there has been some subsiding of the violence there.,Yes,1
21416,Now that's up to 40%.,Yes,1
2228,"And, by the way the idea came not even from Paul Ryan or -- or Senator Wyden, who's the co-author of the bill with -- with Paul Ryan in the Senate, but also it came from Bill -- Bill Clinton's chief of staff.",Yes,1
6171,"Now, let me say that there was a time a few years ago when the United States Senate was about to blow up.",Yes,1
4126,They went -- they quadrupled their nuclear capacity.,Yes,1
4366,That has been where all our resources have gone.,Yes,1
12327,"Look, the world's temperature is going up, weather patterns are changing, storms are getting more violent and unpredictable.",Yes,1
26129,"We have in the Dole-Kemp economic plan, unless unless your home's worth over 500,000 dollars.",Yes,1
27433,Their oil production has plunged to the lowest level since they were fighting a war with Iraq 20 years ago.,Yes,1
3780,We owe China $500 billion.,Yes,1
10143,We were able to drive our schools to be number one in the nation in my state.,Yes,1
19876,I'm a product of a public school.,Yes,1
1272,"And in addition, the tax program of the Ford administration, which provides an incentive for industry to move into our major uh - metropolitan areas, into the inner cities, will bring jobs where people are, and help to revitalize those cities as they can be.",Yes,1
22898,"For instance, we're flying unmanned vehicles that can send real- time messages back to stations in the United States.",Yes,1
24236,"And there was a terrible reaction internationally to Mr. Bush saying he was going to give us 4 more years of trickle-down economics--another across-the- board tax cut and most of it going to the wealthy, with no real guarantee of investment.",Yes,1
15606,And I won't do one other thing that he's had to do: took $29 million out of his state pension fund that's equivalent at the federal level of taking out of the Social Security trust fund.,Yes,1
16609,"We have twenty different agencies in the federal government responsible for the production, the regulation, the uh - information about energy, the conservation of energy, spread all over government.",Yes,1
20272,"He spends more money for tax cuts for the wealthiest 1% than all of his new spending proposals for health care, prescription drugs, education and national defense all combined.",Yes,1
33412,"Very unfair that somebody runs across the border, becomes a citizen, under her plan, you have open borders.",Yes,1
28983,"One of my promises is going to be Social Security reform, and you bet, we need to take a trillion dollars out of that $2.4 trillion surplus.",Yes,1
29353,"That's why I said new jobs with rising incomes, investments, not in more tax cuts that would add $5 trillion to the debt.",Yes,1
17569,"Up until about $70,000, as you go up the ladder, my proposals will be far more beneficial.",Yes,1
27644,"We went because there were people who were responsible for 3,000 American deaths.",Yes,1
6532,"You've got about a million right here in Arizona, just shy, 950,000, who have no health insurance at all.",Yes,1
25241,"And he has made the point that you have not repudiated some of the semidiplomatic activity of the Reverend Jackson, particularly in Central America.",Yes,1
30258,"We can't defend Japan, a behemoth, selling us cars by the million...",Yes,1
14252,"And I, as you know, pushed for the debate to include the 209 American citizens who were part of it in Richmond a few days ago.",Yes,1
6581,"And we start -- we don't do it exclusively -- but we start by rolling back George Bush's unaffordable tax cut for the wealthiest people, people earning more than $200,000 a year, and we pass, hopefully, the McCain-Kerry Commission which identified some $60 billion that we can get.",Yes,1
20653,It starts with a billion dollar pay raise for the men and women who wear the uniform.,Yes,1
15151,"Indeed, the Senate Armed Services Committee voted 10 to 0, with seven abstentions, against the SALT II treaty, and declared that it was not in the national security interests of the United States.",Yes,1
27437,Iran is a state sponsor of terrorism.,Yes,1
32635,And I did as secretary of state.,Yes,1
22465,"I've been paying taxes just like you and Lord knows, I've paid my share -- over a billion in taxes.",Yes,1
22163,We can't have any more instances like what happened when Mr. Bush went to Japan and the Japanese prime minister said he felt sympathy for our country.,Yes,1
27580,"I see our trade deficit with China, larger than it's -- growing larger every year, as a matter of fact.",Yes,1
20968,James Lee Witt of FEMA has done a really good job of working with governors during times of crisis.,Yes,1
27709,In Egypt we stood on the side of democracy.,Yes,1
8725,"There are hundreds of millions of acres of land that have been taken out of circulation by the Government for whatever reason they have, that is believed by the most knowledgeable oil geologists to contain probably more oil and natural gas than we have used so far since we drilled that first well 121 years ago.",Yes,1
6639,"The jobs that are being created in Arizona right now are paying about $13,700 less than the jobs that we're losing.",Yes,1
23368,I've been for faith-based initiatives helping to intervene in the lives of young children for years.,Yes,1
22789,"And his answer was, ""With a viable exit strategy and only with enough forces to get the job done.""",Yes,1
27440,So the work that we've done with respect to sanctions now offers Iran a choice.,Yes,1
33446,We've never had anything like this happen in any of our elections before.,Yes,1
10800,So the vast majority of small businesses would get a tax cut under my plan.,Yes,1
29674,We build roads and they cost two and three and four times what they're supposed to cost.,Yes,1
34345,"You know, back in 1987, he took out a $100,000 ad in the New York Times, during the time when President Reagan was president, and basically said exactly what he just said now, that we were the laughingstock of the world.",Yes,1
2440,"And I agree that the Democratic legislators in Massachusetts might have given some advice to Republicans in Congress about how to cooperate, but the fact of the matter is, we used the same advisers, and they say it's the same plan.",Yes,1
32522,"People like Donald, who paid zero in taxes, zero for our vets, zero for our military, zero for health and education, that is wrong.",Yes,1
9375,"If the president's energy policies are working, you're going to see the cost of energy come down.",Yes,1
